WATERSHED_FEATURE_ID,RB_Status,CT_Status,BT_Status,DV_Status
16608,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16609,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16610,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16611,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16612,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16613,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16614,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
16615,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
16616,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16617,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Confirmed
16618,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16619,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16620,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16621,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16622,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
16623,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16624,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16625,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16626,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16627,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16628,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16629,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
16630,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
16631,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16632,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
16633,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16634,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16635,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16636,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16637,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16638,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16639,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
16640,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16641,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16642,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16643,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16644,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16645,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16646,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16647,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Confirmed
16648,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
16649,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16650,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16651,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
16652,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
16665,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16666,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16667,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16668,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16669,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16670,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16671,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16672,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16673,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16674,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16675,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16676,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
16677,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16678,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16679,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16680,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16681,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
16685,Likely: 1_10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16686,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16687,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16688,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
16689,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
